tipo,algoritmo,linguagem,variante,tamanho,execucao,energia_j,energia_cores_j,energia_ram_j,duracao_s,user_time_s,system_time_s,potencia_w,energia_por_elemento_j
exec,selection,go,v1,50000,2,"0,16","0,12","0,03","0,025248","0,02",0,"6,337","0,0000032"
exec,selection,go,v1,50000,3,"0,17","0,12","0,03","0,025564","0,02",0,"6,6501","0,0000034"
exec,selection,go,v1,50000,4,"0,17","0,12","0,03","0,025195","0,02",0,"6,7475","0,0000034"
exec,selection,go,v1,50000,5,"0,16","0,12","0,03","0,025085","0,02",0,"6,3784","0,0000032"
exec,selection,go,v1,50000,6,"0,16","0,12","0,03","0,025263","0,02",0,"6,3334","0,0000032"
exec,selection,go,v1,50000,7,"0,16","0,12","0,03","0,025163","0,01",0,"6,3585","0,0000032"
exec,selection,go,v1,50000,8,"0,16","0,12","0,03","0,025225","0,02",0,"6,3429","0,0000032"
exec,selection,go,v1,50000,9,"0,16","0,12","0,03","0,025467","0,02",0,"6,2826","0,0000032"
exec,selection,go,v1,50000,10,"0,17","0,12","0,03","0,024715","0,02",0,"6,8784","0,0000034"
exec,selection,go,v1,100000,1,"0,33","0,24","0,06","0,048695","0,04",0,"6,7768","0,0000033"
exec,selection,go,v1,100000,2,"0,32","0,24","0,06","0,048096","0,04",0,"6,6534","0,0000032"
exec,selection,go,v1,100000,3,"0,35","0,26","0,07","0,049683","0,04",0,"7,0447","0,0000035"
exec,selection,go,v1,100000,4,"0,33","0,24","0,06","0,048259","0,04",0,"6,8381","0,0000033"
exec,selection,go,v1,100000,5,"0,37","0,27","0,08","0,053901","0,05",0,"6,8644","0,0000037"
exec,selection,go,v1,100000,6,"0,32","0,24","0,06","0,047813","0,04",0,"6,6927","0,0000032"
exec,selection,go,v1,100000,7,"0,33","0,25","0,06","0,049721","0,05",0,"6,637","0,0000033"
exec,selection,go,v1,100000,8,"0,32","0,24","0,06","0,048423","0,04",0,"6,6084","0,0000032"
exec,selection,go,v1,100000,9,"0,34","0,26","0,07","0,050286","0,04","0,01","6,7613","0,0000034"
exec,selection,go,v1,100000,10,"0,37","0,28","0,07","0,050761","0,05",0,"7,2891","0,0000037"
exec,selection,go,v2,10,1,"0,02","0,01","0,01","0,002635",0,0,"7,5899","0,002"
exec,selection,go,v2,10,2,"0,02","0,01","0,01","0,003153",0,0,"6,3441","0,002"
exec,selection,go,v2,10,3,"0,02","0,01","0,01","0,00262",0,0,"7,6323","0,002"
exec,selection,go,v2,10,4,"0,02","0,01","0,01","0,00292",0,0,"6,8492","0,002"
exec,selection,go,v2,10,5,"0,02","0,01","0,01","0,002944",0,0,"6,7924","0,002"
exec,selection,go,v2,10,6,"0,02","0,01","0,01","0,002914",0,0,"6,8631","0,002"
exec,selection,go,v2,10,7,"0,02","0,01","0,01","0,002897",0,0,"6,9027","0,002"
exec,selection,go,v2,10,8,"0,02","0,01","0,01","0,002568",0,0,"7,7888","0,002"
exec,selection,go,v2,10,9,"0,02","0,01","0,01","0,003229",0,0,"6,1948","0,002"
exec,selection,go,v2,10,10,"0,02","0,01","0,01","0,002689",0,0,"7,4364","0,002"
exec,selection,go,v2,100,1,"0,02","0,01","0,01","0,002869",0,0,"6,9719","0,0002"
exec,selection,go,v2,100,2,"0,01","0,01",0,"0,002564",0,0,"3,9003","0,0001"
exec,selection,go,v2,100,3,"0,02","0,01","0,01","0,002679",0,0,"7,4647","0,0002"
exec,selection,go,v2,100,4,"0,02","0,01","0,01","0,002959",0,0,"6,7579","0,0002"
exec,selection,go,v2,100,5,"0,02","0,01","0,01","0,002916",0,0,"6,8594","0,0002"
exec,selection,go,v2,100,6,"0,02","0,01","0,01","0,003209",0,0,"6,2319","0,0002"
exec,selection,go,v2,100,7,"0,02","0,01","0,01","0,002775",0,0,"7,2063","0,0002"
exec,selection,go,v2,100,8,"0,02","0,02","0,01","0,002691",0,0,"7,4316","0,0002"
exec,selection,go,v2,100,9,"0,01","0,01",0,"0,00269",0,0,"3,718","0,0001"
exec,selection,go,v2,100,10,"0,02","0,01","0,01","0,002959",0,0,"6,7592","0,0002"
exec,selection,go,v2,1000,1,"0,02","0,01","0,01","0,003813",0,0,"5,2457","0,00002"
exec,selection,go,v2,1000,2,"0,02","0,02","0,01","0,003996",0,0,"5,0056","0,00002"
exec,selection,go,v2,1000,3,"0,03","0,02","0,01","0,004073",0,0,"7,3658","0,00003"
exec,selection,go,v2,1000,4,"0,02","0,02","0,01","0,003397",0,0,"5,888","0,00002"
exec,selection,go,v2,1000,5,"0,03","0,02","0,01","0,004261",0,0,"7,0413","0,00003"
exec,selection,go,v2,1000,6,"0,02","0,01","0,01","0,003491",0,0,"5,7294","0,00002"
exec,selection,go,v2,1000,7,"0,03","0,02","0,01","0,003995",0,0,"7,5094","0,00003"
exec,selection,go,v2,1000,8,"0,02","0,02","0,01","0,004365",0,0,"4,582","0,00002"
exec,selection,go,v2,1000,9,"0,03","0,02","0,01","0,003484",0,0,"8,6106","0,00003"
exec,selection,go,v2,1000,10,"0,02","0,01","0,01","0,0035",0,0,"5,7135","0,00002"
exec,selection,go,v2,10000,1,"0,35","0,25","0,07","0,058712","0,05",0,"5,9613","0,000035"
exec,selection,go,v2,10000,2,"0,35","0,25","0,07","0,058039","0,05",0,"6,0304","0,000035"
exec,selection,go,v2,10000,3,"0,35","0,25","0,07","0,057857","0,05",0,"6,0494","0,000035"
exec,selection,go,v2,10000,4,"0,35","0,24","0,07","0,058384","0,05",0,"5,9948","0,000035"
exec,selection,go,v2,10000,5,"0,35","0,24","0,07","0,057869","0,05",0,"6,0481","0,000035"
exec,selection,go,v2,10000,6,"0,35","0,24","0,07","0,059038","0,05",0,"5,9284","0,000035"
exec,selection,go,v2,10000,7,"0,35","0,25","0,07","0,058558","0,05",0,"5,9769","0,000035"
exec,selection,go,v2,10000,8,"0,35","0,25","0,07","0,058873","0,05",0,"5,945","0,000035"
exec,selection,go,v2,10000,9,"0,33","0,24","0,07","0,057792","0,05",0,"5,7101","0,000033"
exec,selection,go,v2,10000,10,"0,34","0,24","0,07","0,057944","0,05",0,"5,8677","0,000034"
exec,selection,go,v2,50000,1,"8,63","6,29","1,54","1,440153","1,43","0,01","5,9924","0,0001726"
exec,selection,go,v2,50000,2,"8,63","6,29","1,54","1,434935","1,45",0,"6,0142","0,0001726"
exec,selection,go,v2,50000,3,"8,65","6,28","1,54","1,436823","1,44",0,"6,0202","0,000173"
exec,selection,go,v2,50000,4,"8,68","6,31","1,55","1,438931","1,44",0,"6,0323","0,0001736"
exec,selection,go,v2,50000,5,"8,62","6,3","1,54","1,436541","1,44",0,"6,0005","0,0001724"
exec,selection,go,v2,50000,6,"8,64","6,28","1,54","1,435773","1,44",0,"6,0177","0,0001728"
exec,selection,go,v2,50000,7,"8,72","6,34","1,53","1,435472","1,45",0,"6,0747","0,0001744"
exec,selection,go,v2,50000,8,"8,7","6,33","1,54","1,437412","1,44",0,"6,0525","0,000174"
exec,selection,go,v2,50000,9,"8,67","6,31","1,55","1,439564","1,45",0,"6,0227","0,0001734"
exec,selection,go,v2,50000,10,"8,7","6,33","1,55","1,437449","1,45",0,"6,0524","0,000174"
exec,selection,go,v2,100000,1,"36,16","26,43","6,31","5,917489","5,9","0,03","6,1107","0,0003616"
exec,selection,go,v2,100000,2,"36,4","26,65","6,33","5,918007","5,93","0,01","6,1507","0,000364"
exec,selection,go,v2,100000,3,"36,49","26,72","6,32","5,911652","5,92",0,"6,1726","0,0003649"
exec,selection,go,v2,100000,4,"36,2","26,47","6,32","5,917157","5,93",0,"6,1178","0,000362"
exec,selection,go,v2,100000,5,"36,26","26,53","6,33","5,917289","5,93",0,"6,1278","0,0003626"
exec,selection,go,v2,100000,6,"36,53","26,72","6,34","5,930792","5,94","0,02","6,1594","0,0003653"
exec,selection,go,v2,100000,7,"36,58","26,75","6,33","5,925688","5,91","0,04","6,1731","0,0003658"
exec,selection,go,v2,100000,8,"36,4","26,63","6,33","5,926526","5,94","0,01","6,1419","0,000364"
exec,selection,go,v2,100000,9,"36,34","26,57","6,32","5,919827","5,93",0,"6,1387","0,0003634"
exec,selection,go,v2,100000,10,"36,38","26,62","6,32","5,921404","5,92","0,02","6,1438","0,0003638"
exec,selection,rust,v1,10,1,"0,02","0,01","0,01","0,002633","0,001",0,"7,5973","0,002"
exec,selection,rust,v1,10,2,"0,02","0,01","0,01","0,002716","0,001",0,"7,3628","0,002"
exec,selection,rust,v1,10,3,"0,02","0,01",0,"0,002736","0,001",0,"7,3108","0,002"
exec,selection,rust,v1,10,4,"0,02","0,01","0,01","0,002809","0,001",0,"7,1204","0,002"
exec,selection,rust,v1,10,5,"0,02","0,01","0,01","0,002833","0,001",0,"7,0603","0,002"
exec,selection,rust,v1,10,6,"0,02","0,01","0,01","0,002915","0,001",0,"6,8619","0,002"
exec,selection,rust,v1,10,7,"0,01","0,01",0,"0,002903","0,001",0,"3,4452","0,001"
exec,selection,rust,v1,10,8,"0,01","0,01",0,"0,002801","0,001",0,"3,57","0,001"
exec,selection,rust,v1,10,9,"0,02","0,01","0,01","0,002924",0,"0,001","6,8389","0,002"
exec,selection,rust,v1,10,10,"0,02","0,01","0,01","0,002882","0,001",0,"6,9401","0,002"
exec,selection,rust,v1,100,1,"0,01","0,01",0,"0,002751","0,001",0,"3,6355","0,0001"
exec,selection,rust,v1,100,2,"0,02","0,01",0,"0,002697","0,001",0,"7,4147","0,0002"
exec,selection,rust,v1,100,3,"0,02","0,01",0,"0,002757","0,001",0,"7,2539","0,0002"
exec,selection,rust,v1,100,4,"0,02","0,01","0,01","0,002883",0,"0,001","6,9382","0,0002"
exec,selection,rust,v1,100,5,"0,02","0,01","0,01","0,002782","0,001",0,"7,1878","0,0002"
exec,selection,rust,v1,100,6,"0,01","0,01",0,"0,002731","0,001",0,"3,6615","0,0001"
exec,selection,rust,v1,100,7,"0,01","0,01",0,"0,002855","0,001",0,"3,5022","0,0001"
exec,selection,rust,v1,100,8,"0,01","0,01",0,"0,002736",0,"0,001","3,6546","0,0001"
exec,selection,rust,v1,100,9,"0,02","0,01","0,01","0,002823","0,001",0,"7,0851","0,0002"
exec,selection,rust,v1,100,10,"0,02","0,01","0,01","0,002845","0,001",0,"7,0308","0,0002"
exec,selection,rust,v1,1000,1,"0,02","0,01","0,01","0,003653","0,002",0,"5,4744","0,00002"
exec,selection,rust,v1,1000,2,"0,02","0,01",0,"0,003137",0,"0,002","6,3759","0,00002"
exec,selection,rust,v1,1000,3,"0,02","0,01",0,"0,003302","0,002",0,"6,0563","0,00002"
exec,selection,rust,v1,1000,4,"0,02","0,02","0,01","0,003897","0,002",0,"5,1317","0,00002"
exec,selection,rust,v1,1000,5,"0,02","0,01","0,01","0,003925","0,002",0,"5,096","0,00002"
exec,selection,rust,v1,1000,6,"0,02","0,01",0,"0,003515","0,002",0,"5,6903","0,00002"
exec,selection,rust,v1,1000,7,"0,02","0,02","0,01","0,00346",0,"0,002","5,7802","0,00002"
exec,selection,rust,v1,1000,8,"0,02","0,01","0,01","0,003487","0,002",0,"5,7358","0,00002"
exec,selection,rust,v1,1000,9,"0,02","0,01",0,"0,003702","0,002",0,"5,4021","0,00002"
exec,selection,rust,v1,1000,10,"0,02","0,02","0,01","0,003649",0,"0,002","5,481","0,00002"
exec,selection,rust,v1,10000,1,"0,3","0,21","0,06","0,054588","0,053",0,"5,4957","0,00003"
exec,selection,rust,v1,10000,2,"0,31","0,22","0,06","0,054994","0,053",0,"5,637","0,000031"
exec,selection,rust,v1,10000,3,"0,3","0,21","0,06","0,054373","0,053",0,"5,5175","0,00003"
exec,selection,rust,v1,10000,4,"0,32","0,23","0,06","0,055318","0,053",0,"5,7848","0,000032"
exec,selection,rust,v1,10000,5,"0,31","0,22","0,06","0,054236","0,053",0,"5,7157","0,000031"
exec,selection,rust,v1,10000,6,"0,32","0,22","0,06","0,054656","0,049","0,004","5,8548","0,000032"
exec,selection,rust,v1,10000,7,"0,31","0,22","0,06","0,05437","0,052",0,"5,7016","0,000031"
exec,selection,rust,v1,10000,8,"0,31","0,22","0,06","0,054645","0,053",0,"5,6729","0,000031"
exec,selection,rust,v1,10000,9,"0,31","0,22","0,06","0,054745","0,053",0,"5,6626","0,000031"
exec,selection,rust,v1,10000,10,"0,32","0,22","0,06","0,054507","0,053",0,"5,8708","0,000032"
exec,selection,rust,v1,50000,1,"7,11","5,04","1,34","1,255686","1,254",0,"5,6622","0,0001422"
exec,selection,rust,v1,50000,2,"7,06","5,03","1,34","1,255108","1,253",0,"5,625","0,0001412"
exec,selection,rust,v1,50000,3,"7,1","5,03","1,34","1,254896","1,245","0,008","5,6578","0,000142"
exec,selection,rust,v1,50000,4,"7,11","5,06","1,34","1,254733","1,252",0,"5,6665","0,0001422"
exec,selection,rust,v1,50000,5,"7,26","5,16","1,34","1,255486","1,254",0,"5,7826","0,0001452"
exec,selection,rust,v1,50000,6,"7,15","5,07","1,34","1,255345","1,245","0,008","5,6956","0,000143"
exec,selection,rust,v1,50000,7,"7,12","5,09","1,34","1,255529","1,246","0,008","5,6709","0,0001424"
exec,selection,rust,v1,50000,8,"7,27","5,15","1,35","1,257634","1,244","0,012","5,7807","0,0001454"
exec,selection,rust,v1,50000,9,"7,2","5,1","1,35","1,258298","1,256",0,"5,722","0,000144"
exec,selection,rust,v1,50000,10,"7,16","5,12","1,34","1,2551","1,249","0,004","5,7047","0,0001432"
exec,selection,rust,v1,100000,1,"28,6","20,35","5,35","5,018323",5,"0,016","5,6991","0,000286"
exec,selection,rust,v1,100000,2,"29,24","20,92","5,41","5,027492","5,021","0,004","5,816","0,0002924"
exec,selection,rust,v1,100000,3,"28,89","20,56","5,33","4,995278","4,989","0,004","5,7835","0,0002889"
exec,selection,rust,v1,100000,4,"28,8","20,48","5,35","5,001646","4,991","0,008","5,7581","0,000288"
exec,selection,rust,v1,100000,5,"28,59","20,37","5,33","4,99765","4,991","0,004","5,7207","0,0002859"
exec,selection,rust,v1,100000,6,"28,9","20,57","5,34","4,995697","4,982","0,012","5,785","0,000289"
exec,selection,rust,v1,100000,7,"28,42","20,2","5,35","4,997904","4,996",0,"5,6864","0,0002842"
exec,selection,rust,v1,100000,8,"28,8","20,49","5,33","4,994287","4,989",0,"5,7666","0,000288"
exec,selection,rust,v1,100000,9,"28,84","20,55","5,33","4,991764","4,989",0,"5,7775","0,0002884"
exec,selection,rust,v1,100000,10,"28,51","20,25","5,34","5,003917","4,998","0,004","5,6975","0,0002851"
exec,selection,rust,v2,10,1,"0,02","0,01",0,"0,002715","0,001",0,"7,3652","0,002"
exec,selection,rust,v2,10,2,"0,01","0,01",0,"0,002695","0,001",0,"3,7112","0,001"
exec,selection,rust,v2,10,3,"0,01","0,01",0,"0,002752","0,001",0,"3,6336","0,001"
exec,selection,rust,v2,10,4,"0,02","0,01","0,01","0,002761","0,001",0,"7,2435","0,002"
exec,selection,rust,v2,10,5,"0,02","0,01","0,01","0,002584","0,001",0,"7,7402","0,002"
exec,selection,rust,v2,10,6,"0,02","0,01","0,01","0,002791","0,001",0,"7,167","0,002"
exec,selection,rust,v2,10,7,"0,02","0,01",0,"0,002912",0,"0,001","6,8681","0,002"
exec,selection,rust,v2,10,8,"0,02","0,01","0,01","0,002819",0,"0,001","7,0936","0,002"
exec,selection,rust,v2,10,9,"0,02","0,01","0,01","0,002798","0,001",0,"7,149","0,002"
exec,selection,rust,v2,10,10,"0,02","0,01",0,"0,002885","0,001",0,"6,9334","0,002"
exec,selection,rust,v2,100,1,"0,02","0,01",0,"0,002682","0,001",0,"7,4564","0,0002"
exec,selection,rust,v2,100,2,"0,01","0,01",0,"0,002532","0,001",0,"3,9494","0,0001"
exec,selection,rust,v2,100,3,"0,02","0,01","0,01","0,002733","0,001",0,"7,3178","0,0002"
exec,selection,rust,v2,100,4,"0,02","0,01","0,01","0,002872","0,001",0,"6,9642","0,0002"
exec,selection,rust,v2,100,5,"0,02","0,01","0,01","0,002904",0,"0,001","6,8864","0,0002"
exec,selection,rust,v2,100,6,"0,02","0,01","0,01","0,002921","0,001",0,"6,8477","0,0002"
exec,selection,rust,v2,100,7,"0,02","0,01","0,01","0,002917","0,001",0,"6,8567","0,0002"
exec,selection,rust,v2,100,8,"0,02","0,01","0,01","0,002903","0,001",0,"6,8899","0,0002"
exec,selection,rust,v2,100,9,"0,01","0,01",0,"0,002788","0,001",0,"3,5867","0,0001"
exec,selection,rust,v2,100,10,"0,02","0,01","0,01","0,002838","0,001",0,"7,0463","0,0002"
exec,selection,rust,v2,1000,1,"0,02","0,01",0,"0,002916","0,001",0,"6,8595","0,00002"
exec,selection,rust,v2,1000,2,"0,02","0,01",0,"0,002773","0,001",0,"7,212","0,00002"
exec,selection,rust,v2,1000,3,"0,01","0,01",0,"0,002742","0,001",0,"3,6473","0,00001"
exec,selection,rust,v2,1000,4,"0,02","0,01",0,"0,00305","0,001",0,"6,5584","0,00002"
exec,selection,rust,v2,1000,5,"0,02","0,01","0,01","0,00291","0,001",0,"6,8723","0,00002"
exec,selection,rust,v2,1000,6,"0,02","0,01","0,01","0,002982","0,001",0,"6,7058","0,00002"
exec,selection,rust,v2,1000,7,"0,02","0,01","0,01","0,002824","0,001",0,"7,0824","0,00002"
exec,selection,rust,v2,1000,8,"0,02","0,01","0,01","0,002808","0,001",0,"7,1216","0,00002"
exec,selection,rust,v2,1000,9,"0,02","0,01","0,01","0,002916","0,001",0,"6,8587","0,00002"
exec,selection,rust,v2,1000,10,"0,02","0,02","0,01","0,003165","0,001",0,"6,3182","0,00002"
exec,selection,rust,v2,10000,1,"0,02","0,02","0,01","0,004634","0,003",0,"4,3161","0,000002"
exec,selection,rust,v2,10000,2,"0,03","0,02","0,01","0,004794",0,"0,003","6,2582","0,000003"
exec,selection,rust,v2,10000,3,"0,03","0,02","0,01","0,004765",0,"0,003","6,2957","0,000003"
exec,selection,rust,v2,10000,4,"0,03","0,02","0,01","0,005104",0,"0,003","5,8774","0,000003"
exec,selection,rust,v2,10000,5,"0,03","0,02","0,01","0,004968","0,003",0,"6,0389","0,000003"
exec,selection,rust,v2,10000,6,"0,02","0,02","0,01","0,004993","0,003",0,"4,0054","0,000002"
exec,selection,rust,v2,10000,7,"0,02","0,02","0,01","0,004871",0,"0,003","4,106","0,000002"
exec,selection,rust,v2,10000,8,"0,02","0,02","0,01","0,004848","0,003",0,"4,1252","0,000002"
exec,selection,rust,v2,10000,9,"0,02","0,02","0,01","0,004748","0,003",0,"4,2121","0,000002"
exec,selection,rust,v2,10000,10,"0,02","0,02","0,01","0,004639",0,"0,003","4,3114","0,000002"
exec,selection,rust,v2,50000,1,"0,09","0,06","0,02","0,013479","0,012",0,"6,677","0,0000018"
exec,selection,rust,v2,50000,2,"0,09","0,06","0,02","0,013835","0,012",0,"6,5052","0,0000018"
exec,selection,rust,v2,50000,3,"0,08","0,06","0,02","0,013783","0,012",0,"5,8043","0,0000016"
exec,selection,rust,v2,50000,4,"0,08","0,06","0,02","0,013793","0,004","0,008","5,8002","0,0000016"
exec,selection,rust,v2,50000,5,"0,09","0,06","0,02","0,013781","0,012",0,"6,5307","0,0000018"
exec,selection,rust,v2,50000,6,"0,08","0,06","0,02","0,013895","0,012",0,"5,7573","0,0000016"
exec,selection,rust,v2,50000,7,"0,09","0,06","0,02","0,013596","0,012",0,"6,6195","0,0000018"
exec,selection,rust,v2,50000,8,"0,08","0,06","0,02","0,013545","0,012",0,"5,9061","0,0000016"
exec,selection,rust,v2,50000,9,"0,08","0,06","0,02","0,013939","0,008","0,004","5,7393","0,0000016"
exec,selection,rust,v2,50000,10,"0,09","0,07","0,02","0,01398","0,012",0,"6,4379","0,0000018"
exec,selection,rust,v2,100000,1,"0,16","0,11","0,03","0,025336","0,024",0,"6,3152","0,0000016"
exec,selection,rust,v2,100000,2,"0,16","0,11","0,04","0,024489","0,023",0,"6,5337","0,0000016"
exec,selection,rust,v2,100000,3,"0,16","0,11","0,03","0,02488","0,023",0,"6,4309","0,0000016"
exec,selection,rust,v2,100000,4,"0,16","0,12","0,04","0,025485","0,016","0,008","6,2781","0,0000016"
exec,selection,rust,v2,100000,5,"0,16","0,11","0,04","0,025135","0,019","0,005","6,3656","0,0000016"
exec,selection,rust,v2,100000,6,"0,16","0,11","0,03","0,025077","0,016","0,008","6,3803","0,0000016"
exec,selection,rust,v2,100000,7,"0,16","0,11","0,03","0,025242","0,023",0,"6,3387","0,0000016"
exec,selection,rust,v2,100000,8,"0,16","0,12","0,04","0,025715","0,02","0,004","6,222","0,0000016"
exec,selection,rust,v2,100000,9,"0,16","0,11","0,03","0,025364","0,02","0,004","6,3083","0,0000016"
exec,selection,rust,v2,100000,10,"0,16","0,12","0,04","0,02556","0,024",0,"6,2597","0,0000016"
media,bolha,go,v1,10,10,"0,02","0,01","0,01","0,002855",0,0,"7,0054","0,002"
media,bolha,go,v1,100,10,"0,018","0,012","0,008","0,003032",0,0,"5,9368","0,00018"
media,bolha,go,v1,1000,10,"0,031","0,021","0,01","0,005111",0,0,"6,0658","0,000031"
media,bolha,go,v1,10000,10,"1,158","0,829","0,221","0,200595","0,196",0,"5,7728","0,0001158"
media,bolha,go,v1,50000,10,"29,577","21,333","5,325","4,96676","4,965","0,001","5,955","0,00059154"
media,bolha,go,v1,100000,10,"117,931","85,116","21,151","19,798688","19,799","0,025","5,9565","0,00117931"
media,bolha,go,v2,10,10,"0,019","0,011","0,009","0,002927",0,0,"6,4907","0,0019"
media,bolha,go,v2,100,10,"0,019","0,011","0,008","0,002865",0,0,"6,6308","0,00019"
media,bolha,go,v2,1000,10,"0,032","0,022","0,01","0,005043",0,0,"6,3453","0,000032"
media,bolha,go,v2,10000,10,"1,164","0,845","0,212","0,192778","0,184",0,"6,038","0,0001164"
media,bolha,go,v2,50000,10,"30,245","22,139","5,221","4,878536","4,871","0,006","6,1996","0,0006049"
media,bolha,go,v2,100000,10,"120,465","88,151","20,794","19,466683","19,465","0,027","6,1883","0,00120465"
media,bolha,rust,v1,10,10,"0,019","0,012","0,006","0,002989","0,0009","0,0001","6,3569","0,0019"
media,bolha,rust,v1,100,10,"0,019","0,012","0,007","0,003074","0,0009","0,0003","6,1809","0,00019"
media,bolha,rust,v1,1000,10,"0,03","0,021","0,01","0,005118","0,0027","0,0003","5,8621","0,00003"
media,bolha,rust,v1,10000,10,"1,293","0,932","0,264","0,213627","0,21","0,0016","6,0526","0,0001293"
media,bolha,rust,v1,50000,10,"31,239","22,49","5,963","5,244551","5,2368","0,0052","5,9565","0,00062478"
media,bolha,rust,v1,100000,10,"123,009","88,41","22,584","20,830093","20,8192","0,0076","5,9054","0,00123009"
media,bolha,rust,v2,10,10,"0,015","0,01","0,005","0,0027","0,001",0,"5,5566","0,0015"
media,bolha,rust,v2,100,10,"0,017","0,01","0,006","0,002727","0,001",0,"6,2346","0,00017"
media,bolha,rust,v2,1000,10,"0,023","0,02","0,01","0,004225","0,0014","0,0009","5,4435","0,000023"
media,bolha,rust,v2,10000,10,"0,863","0,606","0,169","0,154064","0,1502","0,002","5,6016","0,0000863"
media,bolha,rust,v2,50000,10,"21,712","15,353","4,071","3,79499","3,7873","0,0056","5,7212","0,00043424"
media,bolha,rust,v2,100000,10,"87,376","61,949","16,136","15,123741","15,1137","0,0068","5,7774","0,00087376"
media,insertion,go,v1,10,10,"0,019","0,01","0,009","0,002778",0,0,"6,8389","0,0019"
media,insertion,go,v1,100,10,"0,022","0,013","0,009","0,003148",0,0,"6,9893","0,00022"
media,insertion,go,v1,1000,10,"0,021","0,018","0,01","0,003651",0,0,"5,7525","0,000021"
media,insertion,go,v1,10000,10,"0,288","0,201","0,061","0,051789","0,045",0,"5,561","0,0000288"
media,insertion,go,v1,50000,10,"6,454","4,487","1,254","1,168042","1,163",0,"5,5255","0,00012908"
media,insertion,go,v1,100000,10,"26,13","18,29","4,961","4,64008","4,636","0,006","5,6314","0,0002613"
media,insertion,go,v2,10,10,"0,018","0,01","0,008","0,002917",0,0,"6,1717","0,0018"
media,insertion,go,v2,100,10,"0,018","0,011","0,007","0,002906",0,0,"6,1951","0,00018"
media,insertion,go,v2,1000,10,"0,02","0,011","0,01","0,003265",0,0,"6,1248","0,00002"
media,insertion,go,v2,10000,10,"0,128","0,093","0,029","0,021259","0,018",0,"6,021","0,0000128"
media,insertion,go,v2,50000,10,"2,697","1,996","0,475","0,436812","0,426","0,001","6,1743","0,00005394"
media,insertion,go,v2,100000,10,"11,73","8,8","1,945","1,808507","1,803","0,003","6,486","0,0001173"
media,insertion,rust,v1,10,10,"0,018","0,01","0,007","0,002746","0,0007","0,0003","6,555","0,0018"
media,insertion,rust,v1,100,10,"0,018","0,01","0,008","0,002785","0,0008","0,0002","6,4641","0,00018"
media,insertion,rust,v1,1000,10,"0,02","0,01","0,001","0,003122","0,0011","0,0002","6,4068","0,00002"
media,insertion,rust,v1,10000,10,"0,136","0,095","0,031","0,024084","0,0216","0,0008","5,6469","0,0000136"
media,insertion,rust,v1,50000,10,"2,89","2,074","0,538","0,500536","0,4971","0,0016","5,7738","0,0000578"
media,insertion,rust,v1,100000,10,"11,645","8,388","2,119","1,980293","1,9736","0,0048","5,8804","0,00011645"
media,insertion,rust,v2,10,10,"0,018","0,011","0,007","0,002779","0,0009","0,0001","6,4783","0,0018"
media,insertion,rust,v2,100,10,"0,017","0,01","0,006","0,002775","0,0009","0,0001","6,1263","0,00017"
media,insertion,rust,v2,1000,10,"0,019","0,011","0,008","0,003103","0,0011",0,"6,1221","0,000019"
media,insertion,rust,v2,10000,10,"0,089","0,062","0,02","0,01565","0,0132","0,0006","5,687","0,0000089"
media,insertion,rust,v2,50000,10,"1,811","1,323","0,332","0,306685","0,299","0,0056","5,9051","0,00003622"
media,insertion,rust,v2,100000,10,"7,428","5,454","1,334","1,242496","1,2336","0,0072","5,9783","0,00007428"
media,selection,go,v1,10,10,"0,021","0,012","0,01","0,003066",0,0,"6,8491","0,0021"
media,selection,go,v1,100,10,"0,02","0,01","0,01","0,002894",0,0,"6,911","0,0002"
media,selection,go,v1,1000,10,"0,021","0,011","0,01","0,003348",0,0,"6,2723","0,000021"
media,selection,go,v1,10000,10,"0,043","0,03","0,01","0,007033",0,0,"6,1141","0,0000043"
media,selection,go,v1,50000,10,"0,164","0,12","0,03","0,025225","0,019",0,"6,5014","0,00000328"
media,selection,go,v1,100000,10,"0,338","0,252","0,065","0,049564","0,043","0,001","6,8195","0,00000338"
media,selection,go,v2,10,10,"0,02","0,01","0,01","0,002857",0,0,"7,0004","0,002"
media,selection,go,v2,100,10,"0,018","0,011","0,008","0,002831",0,0,"6,3579","0,00018"
media,selection,go,v2,1000,10,"0,024","0,017","0,01","0,003837",0,0,"6,2543","0,000024"
media,selection,go,v2,10000,10,"0,347","0,245","0,07","0,058307","0,05",0,"5,9513","0,0000347"
media,selection,go,v2,50000,10,"8,664","6,306","1,542","1,437305","1,443","0,001","6,0279","0,00017328"
media,selection,go,v2,100000,10,"36,374","26,609","6,325","5,920583","5,925","0,013","6,1437","0,00036374"
media,selection,rust,v1,10,10,"0,018","0,01","0,007","0,002815","0,0009","0,0001","6,3939","0,0018"
media,selection,rust,v1,100,10,"0,016","0,01","0,004","0,002786","0,0008","0,0002","5,743","0,00016"
media,selection,rust,v1,1000,10,"0,02","0,013","0,006","0,003573","0,0014","0,0006","5,598","0,00002"
media,selection,rust,v1,10000,10,"0,311","0,219","0,06","0,054643","0,0525","0,0004","5,6915","0,0000311"
media,selection,rust,v1,50000,10,"7,154","5,085","1,342","1,255781","1,2498","0,004","5,6969","0,00014308"
media,selection,rust,v1,100000,10,"28,759","20,474","5,346","5,002396","4,9946","0,0052","5,749","0,00028759"
media,selection,rust,v2,10,10,"0,018","0,01","0,005","0,002771","0,0008","0,0002","6,4954","0,0018"
