tipo,algoritmo,linguagem,variante,tamanho,execucao,energia_j,energia_cores_j,energia_ram_j,duracao_s,user_time_s,system_time_s,potencia_w,energia_por_elemento_j
exec,insertion,go,v1,100,7,"0,02","0,01","0,01","0,002962",0,0,"6,7526","0,0002"
exec,insertion,go,v1,100,8,"0,01","0,01",0,"0,002737",0,0,"3,6537","0,0001"
exec,insertion,go,v1,100,9,"0,02","0,01","0,01","0,002708",0,0,"7,3849","0,0002"
exec,insertion,go,v1,100,10,"0,03","0,02","0,01","0,002809",0,0,"10,6804","0,0003"
exec,insertion,go,v1,1000,1,"0,02","0,02","0,01","0,003842",0,0,"5,2055","0,00002"
exec,insertion,go,v1,1000,2,"0,02","0,02","0,01","0,003929",0,0,"5,0908","0,00002"
exec,insertion,go,v1,1000,3,"0,02","0,02","0,01","0,003585",0,0,"5,5789","0,00002"
exec,insertion,go,v1,1000,4,"0,02","0,02","0,01","0,003821",0,0,"5,2349","0,00002"
exec,insertion,go,v1,1000,5,"0,02","0,02","0,01","0,003797",0,0,"5,2668","0,00002"
exec,insertion,go,v1,1000,6,"0,02","0,01","0,01","0,003383",0,0,"5,9123","0,00002"
exec,insertion,go,v1,1000,7,"0,02","0,01","0,01","0,003319",0,0,"6,025","0,00002"
exec,insertion,go,v1,1000,8,"0,02","0,02","0,01","0,003565",0,0,"5,6095","0,00002"
exec,insertion,go,v1,1000,9,"0,02","0,02","0,01","0,00366",0,0,"5,4641","0,00002"
exec,insertion,go,v1,1000,10,"0,03","0,02","0,01","0,003605",0,0,"8,3226","0,00003"
exec,insertion,go,v1,10000,1,"0,28","0,2","0,06","0,051237","0,05",0,"5,4648","0,000028"
exec,insertion,go,v1,10000,2,"0,29","0,2","0,06","0,052231","0,04",0,"5,5522","0,000029"
exec,insertion,go,v1,10000,3,"0,29","0,2","0,06","0,051706","0,04",0,"5,6086","0,000029"
exec,insertion,go,v1,10000,4,"0,29","0,2","0,06","0,052094","0,05",0,"5,5668","0,000029"
exec,insertion,go,v1,10000,5,"0,31","0,22","0,07","0,052312","0,04",0,"5,926","0,000031"
exec,insertion,go,v1,10000,6,"0,29","0,2","0,06","0,052634","0,05",0,"5,5097","0,000029"
exec,insertion,go,v1,10000,7,"0,29","0,2","0,06","0,051558","0,05",0,"5,6248","0,000029"
exec,insertion,go,v1,10000,8,"0,28","0,2","0,06","0,051553","0,05",0,"5,4313","0,000028"
exec,insertion,go,v1,10000,9,"0,28","0,2","0,06","0,051384","0,04",0,"5,4491","0,000028"
exec,insertion,go,v1,10000,10,"0,28","0,19","0,06","0,051182","0,04",0,"5,4707","0,000028"
exec,insertion,go,v1,50000,1,"6,47","4,48","1,25","1,168056","1,17",0,"5,5391","0,0001294"
exec,insertion,go,v1,50000,2,"6,42","4,49","1,26","1,168491","1,16",0,"5,4943","0,0001284"
exec,insertion,go,v1,50000,3,"6,45","4,46","1,25","1,16776","1,16",0,"5,5234","0,000129"
exec,insertion,go,v1,50000,4,"6,47","4,49","1,26","1,168441","1,17",0,"5,5373","0,0001294"
exec,insertion,go,v1,50000,5,"6,39","4,45","1,25","1,166235","1,16",0,"5,4792","0,0001278"
exec,insertion,go,v1,50000,6,"6,44","4,46","1,25","1,168288","1,16",0,"5,5123","0,0001288"
exec,insertion,go,v1,50000,7,"6,49","4,55","1,25","1,168467","1,16",0,"5,5543","0,0001298"
exec,insertion,go,v1,50000,8,"6,51","4,51","1,26","1,168102","1,17",0,"5,5731","0,0001302"
exec,insertion,go,v1,50000,9,"6,47","4,51","1,26","1,168654","1,16",0,"5,5363","0,0001294"
exec,insertion,go,v1,50000,10,"6,43","4,47","1,25","1,167924","1,16",0,"5,5055","0,0001286"
exec,insertion,go,v1,100000,1,"26,02","18,2","4,95","4,639753","4,64","0,01","5,6081","0,0002602"
exec,insertion,go,v1,100000,2,"26,17","18,31","4,97","4,639226","4,64",0,"5,641","0,0002617"
exec,insertion,go,v1,100000,3,"26,01","18,2","4,95","4,633908","4,62","0,01","5,613","0,0002601"
exec,insertion,go,v1,100000,4,"26,29","18,45","4,99","4,647085","4,64","0,01","5,6573","0,0002629"
exec,insertion,go,v1,100000,5,"26,18","18,29","4,96","4,636024","4,64",0,"5,6471","0,0002618"
exec,insertion,go,v1,100000,6,"26,29","18,44","4,98","4,645588","4,64","0,01","5,6591","0,0002629"
exec,insertion,go,v1,100000,7,"26,04","18,23","4,95","4,639383","4,63","0,01","5,6128","0,0002604"
exec,insertion,go,v1,100000,8,"26,25","18,36","4,96","4,642301","4,63","0,01","5,6545","0,0002625"
exec,insertion,go,v1,100000,9,"25,93","18,14","4,95","4,63598","4,63",0,"5,5932","0,0002593"
exec,insertion,go,v1,100000,10,"26,12","18,28","4,95","4,641549","4,65",0,"5,6274","0,0002612"
exec,insertion,go,v2,10,1,"0,02","0,01","0,01","0,003243",0,0,"6,1679","0,002"
exec,insertion,go,v2,10,2,"0,02","0,01","0,01","0,003193",0,0,"6,2631","0,002"
exec,insertion,go,v2,10,3,"0,02","0,01","0,01","0,002882",0,0,"6,9392","0,002"
exec,insertion,go,v2,10,4,"0,02","0,01","0,01","0,003095",0,0,"6,4615","0,002"
exec,insertion,go,v2,10,5,"0,02","0,01","0,01","0,002922",0,0,"6,8439","0,002"
exec,insertion,go,v2,10,6,"0,02","0,01","0,01","0,00261",0,0,"7,6642","0,002"
exec,insertion,go,v2,10,7,"0,02","0,01","0,01","0,002728",0,0,"7,3309","0,002"
exec,insertion,go,v2,10,8,"0,01","0,01",0,"0,002739",0,0,"3,651","0,001"
exec,insertion,go,v2,10,9,"0,02","0,01","0,01","0,003074",0,0,"6,5053","0,002"
exec,insertion,go,v2,10,10,"0,01","0,01",0,"0,002679",0,0,"3,7333","0,001"
exec,insertion,go,v2,100,1,"0,02","0,01","0,01","0,002907",0,0,"6,8788","0,0002"
exec,insertion,go,v2,100,2,"0,02","0,01","0,01","0,002704",0,0,"7,3953","0,0002"
exec,insertion,go,v2,100,3,"0,02","0,01","0,01","0,003131",0,0,"6,3873","0,0002"
exec,insertion,go,v2,100,4,"0,02","0,01","0,01","0,002956",0,0,"6,7661","0,0002"
exec,insertion,go,v2,100,5,"0,02","0,01","0,01","0,003187",0,0,"6,275","0,0002"
exec,insertion,go,v2,100,6,"0,03","0,02","0,01","0,003084",0,0,"9,7279","0,0003"
exec,insertion,go,v2,100,7,"0,01","0,01",0,"0,002783",0,0,"3,5938","0,0001"
exec,insertion,go,v2,100,8,"0,02","0,01","0,01","0,002836",0,0,"7,0516","0,0002"
exec,insertion,go,v2,100,9,"0,01","0,01",0,"0,002752",0,0,"3,6335","0,0001"
exec,insertion,go,v2,100,10,"0,01","0,01",0,"0,002714",0,0,"3,6845","0,0001"
exec,insertion,go,v2,1000,1,"0,02","0,01","0,01","0,003613",0,0,"5,5355","0,00002"
exec,insertion,go,v2,1000,2,"0,02","0,01","0,01","0,003514",0,0,"5,692","0,00002"
exec,insertion,go,v2,1000,3,"0,02","0,01","0,01","0,003589",0,0,"5,5732","0,00002"
exec,insertion,go,v2,1000,4,"0,02","0,02","0,01","0,003551",0,0,"5,6319","0,00002"
exec,insertion,go,v2,1000,5,"0,02","0,01","0,01","0,003164",0,0,"6,3201","0,00002"
exec,insertion,go,v2,1000,6,"0,02","0,01","0,01","0,002974",0,0,"6,7247","0,00002"
exec,insertion,go,v2,1000,7,"0,02","0,01","0,01","0,003116",0,0,"6,4184","0,00002"
exec,insertion,go,v2,1000,8,"0,02","0,01","0,01","0,003053",0,0,"6,5506","0,00002"
exec,insertion,go,v2,1000,9,"0,02","0,01","0,01","0,003048",0,0,"6,5618","0,00002"
exec,insertion,go,v2,1000,10,"0,02","0,01","0,01","0,003032",0,0,"6,5962","0,00002"
exec,insertion,go,v2,10000,1,"0,12","0,09","0,03","0,020924","0,02",0,"5,7349","0,000012"
exec,insertion,go,v2,10000,2,"0,13","0,09","0,03","0,021275","0,02",0,"6,1106","0,000013"
exec,insertion,go,v2,10000,3,"0,12","0,09","0,02","0,020866","0,01",0,"5,7509","0,000012"
exec,insertion,go,v2,10000,4,"0,13","0,09","0,03","0,021182","0,02",0,"6,1373","0,000013"
exec,insertion,go,v2,10000,5,"0,13","0,09","0,03","0,021278","0,02",0,"6,1095","0,000013"
exec,insertion,go,v2,10000,6,"0,13","0,09","0,03","0,021231","0,01",0,"6,1232","0,000013"
exec,insertion,go,v2,10000,7,"0,13","0,1","0,03","0,021451","0,02",0,"6,0602","0,000013"
exec,insertion,go,v2,10000,8,"0,13","0,09","0,03","0,021371","0,02",0,"6,0831","0,000013"
exec,insertion,go,v2,10000,9,"0,13","0,1","0,03","0,021356","0,02",0,"6,0873","0,000013"
exec,insertion,go,v2,10000,10,"0,13","0,1","0,03","0,021656","0,02",0,"6,0029","0,000013"
exec,insertion,go,v2,50000,1,"2,68",2,"0,47","0,435599","0,43",0,"6,1524","0,0000536"
exec,insertion,go,v2,50000,2,"2,69","1,98","0,47","0,435282","0,42",0,"6,1799","0,0000538"
exec,insertion,go,v2,50000,3,"2,71","1,99","0,47","0,435246","0,42",0,"6,2264","0,0000542"
exec,insertion,go,v2,50000,4,"2,71","2,01","0,49","0,441189","0,43",0,"6,1425","0,0000542"
exec,insertion,go,v2,50000,5,"2,66","1,98","0,47","0,435093","0,43",0,"6,1136","0,0000532"
exec,insertion,go,v2,50000,6,"2,69",2,"0,48","0,436382","0,43",0,"6,1643","0,0000538"
exec,insertion,go,v2,50000,7,"2,74","1,99","0,47","0,436348","0,42",0,"6,2794","0,0000548"
exec,insertion,go,v2,50000,8,"2,69",2,"0,47","0,43598","0,43",0,"6,17","0,0000538"
exec,insertion,go,v2,50000,9,"2,72","2,02","0,48","0,439912","0,42","0,01","6,1831","0,0000544"
exec,insertion,go,v2,50000,10,"2,68","1,99","0,48","0,43709","0,43",0,"6,1315","0,0000536"
exec,insertion,go,v2,100000,1,"11,6","8,67","1,94","1,805643","1,81",0,"6,4243","0,000116"
exec,insertion,go,v2,100000,2,"11,54","8,64","1,93","1,805646","1,8",0,"6,3911","0,0001154"
exec,insertion,go,v2,100000,3,"11,69","8,76","1,94","1,802873","1,79","0,02","6,4841","0,0001169"
exec,insertion,go,v2,100000,4,"11,92","8,97","1,95","1,816279","1,81",0,"6,5629","0,0001192"
exec,insertion,go,v2,100000,5,"12,14","9,16",2,"1,82915","1,82",0,"6,637","0,0001214"
exec,insertion,go,v2,100000,6,"11,79","8,85","1,94","1,80914","1,81",0,"6,5169","0,0001179"
exec,insertion,go,v2,100000,7,"11,75","8,81","1,94","1,800941","1,8",0,"6,5244","0,0001175"
exec,insertion,go,v2,100000,8,"11,76","8,82","1,95","1,806139","1,8",0,"6,5111","0,0001176"
exec,insertion,go,v2,100000,9,"11,54","8,65","1,93","1,804465","1,8",0,"6,3952","0,0001154"
exec,insertion,go,v2,100000,10,"11,57","8,67","1,93","1,804792","1,79","0,01","6,4107","0,0001157"
exec,insertion,rust,v1,10,1,"0,02","0,01","0,01","0,002813",0,"0,001","7,1099","0,002"
exec,insertion,rust,v1,10,2,"0,01","0,01",0,"0,002489","0,001",0,"4,0172","0,001"
exec,insertion,rust,v1,10,3,"0,02","0,01",0,"0,002607",0,"0,001","7,673","0,002"
exec,insertion,rust,v1,10,4,"0,02","0,01","0,01","0,002749","0,001",0,"7,2753","0,002"
exec,insertion,rust,v1,10,5,"0,02","0,01","0,01","0,002988","0,001",0,"6,6937","0,002"
exec,insertion,rust,v1,10,6,"0,01","0,01",0,"0,002639","0,001",0,"3,7898","0,001"
exec,insertion,rust,v1,10,7,"0,02","0,01","0,01","0,002556",0,"0,001","7,8247","0,002"
exec,insertion,rust,v1,10,8,"0,02","0,01","0,01","0,002891","0,001",0,"6,9178","0,002"
exec,insertion,rust,v1,10,9,"0,02","0,01","0,01","0,002789","0,001",0,"7,1719","0,002"
exec,insertion,rust,v1,10,10,"0,02","0,01","0,01","0,002939","0,001",0,"6,8049","0,002"
exec,insertion,rust,v1,100,1,"0,01","0,01",0,"0,002642","0,001",0,"3,7851","0,0001"
exec,insertion,rust,v1,100,2,"0,02","0,01","0,01","0,002634","0,001",0,"7,5918","0,0002"
exec,insertion,rust,v1,100,3,"0,02","0,01","0,01","0,00271",0,"0,001","7,3795","0,0002"
exec,insertion,rust,v1,100,4,"0,02","0,01","0,01","0,002902","0,001",0,"6,8928","0,0002"
exec,insertion,rust,v1,100,5,"0,02","0,01","0,01","0,002667","0,001",0,"7,4991","0,0002"
exec,insertion,rust,v1,100,6,"0,02","0,01","0,01","0,002905","0,001",0,"6,8836","0,0002"
exec,insertion,rust,v1,100,7,"0,02","0,01","0,01","0,002765",0,"0,001","7,2331","0,0002"
exec,insertion,rust,v1,100,8,"0,02","0,01","0,01","0,002808","0,001",0,"7,1225","0,0002"
exec,insertion,rust,v1,100,9,"0,02","0,01","0,01","0,002971","0,001",0,"6,7324","0,0002"
exec,insertion,rust,v1,100,10,"0,01","0,01",0,"0,002842","0,001",0,"3,5181","0,0001"
exec,insertion,rust,v1,1000,1,"0,02","0,01",0,"0,002974","0,001",0,"6,7253","0,00002"
exec,insertion,rust,v1,1000,2,"0,02","0,01",0,"0,003005","0,002",0,"6,6548","0,00002"
exec,insertion,rust,v1,1000,3,"0,02","0,01",0,"0,003048","0,001",0,"6,5607","0,00002"
exec,insertion,rust,v1,1000,4,"0,02","0,01",0,"0,003038","0,001",0,"6,5834","0,00002"
exec,insertion,rust,v1,1000,5,"0,02","0,01",0,"0,003298",0,"0,001","6,0644","0,00002"
exec,insertion,rust,v1,1000,6,"0,02","0,01",0,"0,003387","0,002",0,"5,905","0,00002"
exec,insertion,rust,v1,1000,7,"0,02","0,01",0,"0,00312","0,001",0,"6,4098","0,00002"
exec,insertion,rust,v1,1000,8,"0,02","0,01",0,"0,003215","0,002",0,"6,2202","0,00002"
exec,insertion,rust,v1,1000,9,"0,02","0,01",0,"0,003043",0,"0,001","6,5734","0,00002"
exec,insertion,rust,v1,1000,10,"0,02","0,01","0,01","0,003089","0,001",0,"6,4746","0,00002"
exec,insertion,rust,v1,10000,1,"0,14","0,09","0,03","0,02364","0,022",0,"5,9222","0,000014"
exec,insertion,rust,v1,10000,2,"0,13","0,09","0,03","0,023813","0,022",0,"5,4592","0,000013"
exec,insertion,rust,v1,10000,3,"0,13","0,09","0,03","0,024128","0,022",0,"5,388","0,000013"
exec,insertion,rust,v1,10000,4,"0,13","0,09","0,03","0,024082","0,019","0,004","5,3983","0,000013"
exec,insertion,rust,v1,10000,5,"0,13","0,09","0,03","0,02389","0,022",0,"5,4417","0,000013"
exec,insertion,rust,v1,10000,6,"0,13","0,09","0,03","0,024018","0,019","0,004","5,4127","0,000013"
exec,insertion,rust,v1,10000,7,"0,13","0,09","0,03","0,023777","0,022",0,"5,4676","0,000013"
exec,insertion,rust,v1,10000,8,"0,17","0,13","0,04","0,025024","0,023",0,"6,7935","0,000017"
exec,insertion,rust,v1,10000,9,"0,14","0,1","0,03","0,024607","0,023",0,"5,6894","0,000014"
exec,insertion,rust,v1,10000,10,"0,13","0,09","0,03","0,023861","0,022",0,"5,4483","0,000013"
exec,insertion,rust,v1,50000,1,"2,89","2,07","0,54","0,500034","0,498",0,"5,7796","0,0000578"
exec,insertion,rust,v1,50000,2,"2,87","2,07","0,54","0,50197","0,5",0,"5,7175","0,0000574"
exec,insertion,rust,v1,50000,3,"2,87","2,06","0,54","0,499971","0,498",0,"5,7403","0,0000574"
exec,insertion,rust,v1,50000,4,"2,89","2,07","0,53","0,499037","0,497",0,"5,7912","0,0000578"
exec,insertion,rust,v1,50000,5,"2,96","2,11","0,54","0,501597","0,496","0,004","5,9012","0,0000592"
exec,insertion,rust,v1,50000,6,"2,87","2,07","0,53","0,499401","0,494","0,004","5,7469","0,0000574"
exec,insertion,rust,v1,50000,7,"2,88","2,08","0,54","0,5009","0,491","0,008","5,7497","0,0000576"
exec,insertion,rust,v1,50000,8,"2,89","2,06","0,54","0,500049","0,498",0,"5,7794","0,0000578"
exec,insertion,rust,v1,50000,9,"2,9","2,07","0,54","0,501124","0,499",0,"5,787","0,000058"
exec,insertion,rust,v1,50000,10,"2,88","2,08","0,54","0,501281","0,5",0,"5,7453","0,0000576"
exec,insertion,rust,v1,100000,1,"11,57","8,33","2,12","1,980944","1,975","0,004","5,8407","0,0001157"
exec,insertion,rust,v1,100000,2,"11,56","8,33","2,11","1,980236","1,975","0,004","5,8377","0,0001156"
exec,insertion,rust,v1,100000,3,"11,64","8,39","2,11","1,978274","1,977",0,"5,8839","0,0001164"
exec,insertion,rust,v1,100000,4,"11,77","8,48","2,12","1,979184","1,965","0,012","5,9469","0,0001177"
exec,insertion,rust,v1,100000,5,"11,58","8,34","2,11","1,977991","1,968","0,008","5,8544","0,0001158"
exec,insertion,rust,v1,100000,6,"11,63","8,37","2,12","1,979107","1,973","0,004","5,8764","0,0001163"
exec,insertion,rust,v1,100000,7,"11,73","8,44","2,13","1,984222","1,982",0,"5,9116","0,0001173"
exec,insertion,rust,v1,100000,8,"11,58","8,34","2,12","1,9793","1,965","0,012","5,8506","0,0001158"
exec,insertion,rust,v1,100000,9,"11,64","8,38","2,13","1,983866","1,982",0,"5,8673","0,0001164"
exec,insertion,rust,v1,100000,10,"11,75","8,48","2,12","1,979807","1,974","0,004","5,9349","0,0001175"
exec,insertion,rust,v2,10,1,"0,02","0,01","0,01","0,002736","0,001",0,"7,3113","0,002"
exec,insertion,rust,v2,10,2,"0,02","0,01",0,"0,002503","0,001",0,"7,9896","0,002"
exec,insertion,rust,v2,10,3,"0,01","0,01",0,"0,002713","0,001",0,"3,6863","0,001"
exec,insertion,rust,v2,10,4,"0,02","0,01","0,01","0,003032","0,001",0,"6,5961","0,002"
exec,insertion,rust,v2,10,5,"0,02","0,01","0,01","0,00281","0,001",0,"7,1174","0,002"
exec,insertion,rust,v2,10,6,"0,02","0,01","0,01","0,002775","0,001",0,"7,2084","0,002"
exec,insertion,rust,v2,10,7,"0,02","0,02","0,01","0,00308",0,"0,001","6,4938","0,002"
exec,insertion,rust,v2,10,8,"0,02","0,01","0,01","0,002682","0,001",0,"7,4583","0,002"
exec,insertion,rust,v2,10,9,"0,02","0,01","0,01","0,002751","0,001",0,"7,269","0,002"
exec,insertion,rust,v2,10,10,"0,01","0,01",0,"0,002703","0,001",0,"3,7002","0,001"
exec,insertion,rust,v2,100,1,"0,02","0,01",0,"0,002752","0,001",0,"7,2678","0,0002"
exec,insertion,rust,v2,100,2,"0,01","0,01",0,"0,002546","0,001",0,"3,9283","0,0001"
exec,insertion,rust,v2,100,3,"0,02","0,01","0,01","0,002514","0,001",0,"7,9565","0,0002"
exec,insertion,rust,v2,100,4,"0,02","0,01","0,01","0,003001","0,001",0,"6,6643","0,0002"
exec,insertion,rust,v2,100,5,"0,02","0,01","0,01","0,002769","0,001",0,"7,2222","0,0002"
exec,insertion,rust,v2,100,6,"0,01","0,01",0,"0,002759","0,001",0,"3,6247","0,0001"
exec,insertion,rust,v2,100,7,"0,02","0,01","0,01","0,002893","0,001",0,"6,9121","0,0002"
exec,insertion,rust,v2,100,8,"0,02","0,01","0,01","0,00263",0,"0,001","7,6047","0,0002"
exec,insertion,rust,v2,100,9,"0,02","0,01","0,01","0,002969","0,001",0,"6,7352","0,0002"
exec,insertion,rust,v2,100,10,"0,01","0,01",0,"0,002916","0,001",0,"3,4289","0,0001"
exec,insertion,rust,v2,1000,1,"0,02","0,01",0,"0,002895","0,001",0,"6,9076","0,00002"
exec,insertion,rust,v2,1000,2,"0,01","0,01",0,"0,002882","0,001",0,"3,47","0,00001"
exec,insertion,rust,v2,1000,3,"0,02","0,01","0,01","0,003072","0,001",0,"6,5098","0,00002"
exec,insertion,rust,v2,1000,4,"0,02","0,01","0,01","0,003124","0,001",0,"6,402","0,00002"
exec,insertion,rust,v2,1000,5,"0,02","0,01","0,01","0,003087","0,001",0,"6,4787","0,00002"
exec,insertion,rust,v2,1000,6,"0,02","0,01","0,01","0,003229","0,001",0,"6,1932","0,00002"
exec,insertion,rust,v2,1000,7,"0,02","0,01","0,01","0,003268","0,001",0,"6,1196","0,00002"
exec,insertion,rust,v2,1000,8,"0,02","0,02","0,01","0,003166","0,001",0,"6,3166","0,00002"
exec,insertion,rust,v2,1000,9,"0,02","0,01","0,01","0,002988","0,001",0,"6,6941","0,00002"
exec,insertion,rust,v2,1000,10,"0,02","0,01","0,01","0,003324","0,002",0,"6,0164","0,00002"
exec,insertion,rust,v2,10000,1,"0,08","0,06","0,02","0,015427","0,014",0,"5,1857","0,000008"
exec,insertion,rust,v2,10000,2,"0,09","0,06","0,02","0,015711","0,014",0,"5,7283","0,000009"
exec,insertion,rust,v2,10000,3,"0,09","0,06","0,02","0,015624","0,014",0,"5,7602","0,000009"
exec,insertion,rust,v2,10000,4,"0,09","0,06","0,02","0,015819","0,013",0,"5,6894","0,000009"
exec,insertion,rust,v2,10000,5,"0,09","0,06","0,02","0,015634","0,014",0,"5,7568","0,000009"
exec,insertion,rust,v2,10000,6,"0,09","0,06","0,02","0,015689","0,014",0,"5,7365","0,000009"
exec,insertion,rust,v2,10000,7,"0,09","0,07","0,02","0,015616","0,014",0,"5,7631","0,000009"
exec,insertion,rust,v2,10000,8,"0,09","0,06","0,02","0,015596","0,01","0,003","5,7707","0,000009"
exec,insertion,rust,v2,10000,9,"0,09","0,06","0,02","0,015608","0,014",0,"5,7663","0,000009"
exec,insertion,rust,v2,10000,10,"0,09","0,07","0,02","0,015773","0,011","0,003","5,7058","0,000009"
exec,insertion,rust,v2,50000,1,"1,83","1,33","0,33","0,306231","0,3","0,004","5,9759","0,0000366"
exec,insertion,rust,v2,50000,2,"1,78","1,31","0,33","0,306601","0,297","0,008","5,8056","0,0000356"
exec,insertion,rust,v2,50000,3,"1,81","1,33","0,33","0,306667","0,297","0,008","5,9022","0,0000362"
exec,insertion,rust,v2,50000,4,"1,85","1,35","0,34","0,307017","0,301","0,004","6,0257","0,000037"
exec,insertion,rust,v2,50000,5,"1,8","1,32","0,33","0,309106","0,305",0,"5,8232","0,000036"
exec,insertion,rust,v2,50000,6,"1,79","1,31","0,33","0,306139","0,296","0,008","5,847","0,0000358"
exec,insertion,rust,v2,50000,7,"1,81","1,33","0,34","0,306052","0,3","0,004","5,914","0,0000362"
exec,insertion,rust,v2,50000,8,"1,78","1,31","0,33","0,30588","0,3","0,004","5,8193","0,0000356"
exec,insertion,rust,v2,50000,9,"1,82","1,31","0,33","0,306716","0,293","0,012","5,9338","0,0000364"
exec,insertion,rust,v2,50000,10,"1,84","1,33","0,33","0,306441","0,301","0,004","6,0044","0,0000368"
exec,insertion,rust,v2,100000,1,"7,48","5,49","1,33","1,236612","1,223","0,012","6,0488","0,0000748"
exec,insertion,rust,v2,100000,2,"7,45","5,5","1,34","1,248544","1,239","0,008","5,967","0,0000745"
exec,insertion,rust,v2,100000,3,"7,44","5,45","1,32","1,236326","1,223","0,012","6,0178","0,0000744"
exec,insertion,rust,v2,100000,4,"7,37","5,45","1,33","1,240362","1,234","0,004","5,9418","0,0000737"
exec,insertion,rust,v2,100000,5,"7,46","5,46","1,35","1,246329","1,237","0,008","5,9856","0,0000746"
exec,insertion,rust,v2,100000,6,"7,45","5,46","1,34","1,243566","1,23","0,012","5,9908","0,0000745"
exec,insertion,rust,v2,100000,7,"7,36","5,4","1,33","1,242916","1,237","0,004","5,9216","0,0000736"
exec,insertion,rust,v2,100000,8,"7,45","5,44","1,33","1,239683","1,23","0,008","6,0096","0,0000745"
exec,insertion,rust,v2,100000,9,"7,34","5,38","1,33","1,241965","1,236","0,004","5,91","0,0000734"
exec,insertion,rust,v2,100000,10,"7,48","5,51","1,34","1,248661","1,247",0,"5,9904","0,0000748"
exec,selection,go,v1,10,1,"0,02","0,01","0,01","0,002597",0,0,"7,7018","0,002"
exec,selection,go,v1,10,2,"0,02","0,01","0,01","0,00305",0,0,"6,5577","0,002"
exec,selection,go,v1,10,3,"0,02","0,01","0,01","0,003157",0,0,"6,3361","0,002"
exec,selection,go,v1,10,4,"0,02","0,01","0,01","0,003137",0,0,"6,3754","0,002"
exec,selection,go,v1,10,5,"0,02","0,01","0,01","0,003025",0,0,"6,6113","0,002"
exec,selection,go,v1,10,6,"0,02","0,01","0,01","0,002682",0,0,"7,4581","0,002"
exec,selection,go,v1,10,7,"0,02","0,02","0,01","0,003179",0,0,"6,2908","0,002"
exec,selection,go,v1,10,8,"0,02","0,01","0,01","0,003116",0,0,"6,4178","0,002"
exec,selection,go,v1,10,9,"0,03","0,02","0,01","0,003532",0,0,"8,4939","0,003"
exec,selection,go,v1,10,10,"0,02","0,01","0,01","0,003186",0,0,"6,2767","0,002"
exec,selection,go,v1,100,1,"0,02","0,01","0,01","0,002852",0,0,"7,0123","0,0002"
exec,selection,go,v1,100,2,"0,02","0,01","0,01","0,003087",0,0,"6,478","0,0002"
exec,selection,go,v1,100,3,"0,02","0,01","0,01","0,003034",0,0,"6,5909","0,0002"
exec,selection,go,v1,100,4,"0,02","0,01","0,01","0,002761",0,0,"7,2443","0,0002"
exec,selection,go,v1,100,5,"0,02","0,01","0,01","0,002946",0,0,"6,79","0,0002"
exec,selection,go,v1,100,6,"0,02","0,01","0,01","0,002913",0,0,"6,8669","0,0002"
exec,selection,go,v1,100,7,"0,02","0,01","0,01","0,002831",0,0,"7,0637","0,0002"
exec,selection,go,v1,100,8,"0,02","0,01","0,01","0,002842",0,0,"7,037","0,0002"
exec,selection,go,v1,100,9,"0,02","0,01","0,01","0,002927",0,0,"6,834","0,0002"
exec,selection,go,v1,100,10,"0,02","0,01","0,01","0,002747",0,0,"7,2815","0,0002"
exec,selection,go,v1,1000,1,"0,02","0,01","0,01","0,003056",0,0,"6,5444","0,00002"
exec,selection,go,v1,1000,2,"0,02","0,01","0,01","0,003768",0,0,"5,3083","0,00002"
exec,selection,go,v1,1000,3,"0,02","0,01","0,01","0,003185",0,0,"6,2786","0,00002"
exec,selection,go,v1,1000,4,"0,02","0,01","0,01","0,00298",0,0,"6,7121","0,00002"
exec,selection,go,v1,1000,5,"0,02","0,01","0,01","0,003858",0,0,"5,1839","0,00002"
exec,selection,go,v1,1000,6,"0,02","0,01","0,01","0,003213",0,0,"6,2248","0,00002"
exec,selection,go,v1,1000,7,"0,03","0,02","0,01","0,003199",0,0,"9,3773","0,00003"
exec,selection,go,v1,1000,8,"0,02","0,01","0,01","0,003549",0,0,"5,6353","0,00002"
exec,selection,go,v1,1000,9,"0,02","0,01","0,01","0,003506",0,0,"5,7044","0,00002"
exec,selection,go,v1,1000,10,"0,02","0,01","0,01","0,003166",0,0,"6,3162","0,00002"
exec,selection,go,v1,10000,1,"0,04","0,03","0,01","0,007192",0,0,"5,5615","0,000004"
exec,selection,go,v1,10000,2,"0,04","0,03","0,01","0,006904",0,0,"5,7937","0,000004"
exec,selection,go,v1,10000,3,"0,05","0,03","0,01","0,007242",0,0,"6,9039","0,000005"
exec,selection,go,v1,10000,4,"0,04","0,03","0,01","0,007138",0,0,"5,6038","0,000004"
exec,selection,go,v1,10000,5,"0,05","0,03","0,01","0,00701",0,0,"7,1327","0,000005"
exec,selection,go,v1,10000,6,"0,04","0,03","0,01","0,00692",0,0,"5,78","0,000004"
exec,selection,go,v1,10000,7,"0,04","0,03","0,01","0,006977",0,0,"5,7329","0,000004"
exec,selection,go,v1,10000,8,"0,04","0,03","0,01","0,006888",0,0,"5,807","0,000004"
exec,selection,go,v1,10000,9,"0,04","0,03","0,01","0,006917",0,0,"5,783","0,000004"
exec,selection,go,v1,10000,10,"0,05","0,03","0,01","0,00714",0,0,"7,0029","0,000005"
exec,selection,go,v1,50000,1,"0,17","0,12","0,03","0,025329","0,02",0,"6,7117","0,0000034"
