tipo;algoritmo;linguagem;variante;tamanho;execucao;energia_j;energia_j_desvio;energia_cores_j;energia_ram_j;duracao_s;duracao_s_desvio;user_time_s;system_time_s;potencia_w;energia_por_elemento_j
exec;insertion;rust;v2;10000;1;0,080000;NA;0,060000;0,020000;0,015427;NA;0,014000;0,000000;5,1857;0,000008000
exec;insertion;rust;v2;10000;2;0,090000;NA;0,060000;0,020000;0,015711;NA;0,014000;0,000000;5,7283;0,000009000
exec;insertion;rust;v2;10000;3;0,090000;NA;0,060000;0,020000;0,015624;NA;0,014000;0,000000;5,7602;0,000009000
exec;insertion;rust;v2;10000;4;0,090000;NA;0,060000;0,020000;0,015819;NA;0,013000;0,000000;5,6894;0,000009000
exec;insertion;rust;v2;10000;5;0,090000;NA;0,060000;0,020000;0,015634;NA;0,014000;0,000000;5,7568;0,000009000
exec;insertion;rust;v2;10000;6;0,090000;NA;0,060000;0,020000;0,015689;NA;0,014000;0,000000;5,7365;0,000009000
exec;insertion;rust;v2;10000;7;0,090000;NA;0,070000;0,020000;0,015616;NA;0,014000;0,000000;5,7631;0,000009000
exec;insertion;rust;v2;10000;8;0,090000;NA;0,060000;0,020000;0,015596;NA;0,010000;0,003000;5,7707;0,000009000
exec;insertion;rust;v2;10000;9;0,090000;NA;0,060000;0,020000;0,015608;NA;0,014000;0,000000;5,7663;0,000009000
exec;insertion;rust;v2;10000;10;0,090000;NA;0,070000;0,020000;0,015773;NA;0,011000;0,003000;5,7058;0,000009000
exec;insertion;rust;v2;50000;1;1,830000;NA;1,330000;0,330000;0,306231;NA;0,300000;0,004000;5,9759;0,000036600
exec;insertion;rust;v2;50000;2;1,780000;NA;1,310000;0,330000;0,306601;NA;0,297000;0,008000;5,8056;0,000035600
exec;insertion;rust;v2;50000;3;1,810000;NA;1,330000;0,330000;0,306667;NA;0,297000;0,008000;5,9022;0,000036200
exec;insertion;rust;v2;50000;4;1,850000;NA;1,350000;0,340000;0,307017;NA;0,301000;0,004000;6,0257;0,000037000
exec;insertion;rust;v2;50000;5;1,800000;NA;1,320000;0,330000;0,309106;NA;0,305000;0,000000;5,8232;0,000036000
exec;insertion;rust;v2;50000;6;1,790000;NA;1,310000;0,330000;0,306139;NA;0,296000;0,008000;5,8470;0,000035800
exec;insertion;rust;v2;50000;7;1,810000;NA;1,330000;0,340000;0,306052;NA;0,300000;0,004000;5,9140;0,000036200
exec;insertion;rust;v2;50000;8;1,780000;NA;1,310000;0,330000;0,305880;NA;0,300000;0,004000;5,8193;0,000035600
exec;insertion;rust;v2;50000;9;1,820000;NA;1,310000;0,330000;0,306716;NA;0,293000;0,012000;5,9338;0,000036400
exec;insertion;rust;v2;50000;10;1,840000;NA;1,330000;0,330000;0,306441;NA;0,301000;0,004000;6,0044;0,000036800
exec;insertion;rust;v2;100000;1;7,480000;NA;5,490000;1,330000;1,236612;NA;1,223000;0,012000;6,0488;0,000074800
exec;insertion;rust;v2;100000;2;7,450000;NA;5,500000;1,340000;1,248544;NA;1,239000;0,008000;5,9670;0,000074500
exec;insertion;rust;v2;100000;3;7,440000;NA;5,450000;1,320000;1,236326;NA;1,223000;0,012000;6,0178;0,000074400
exec;insertion;rust;v2;100000;4;7,370000;NA;5,450000;1,330000;1,240362;NA;1,234000;0,004000;5,9418;0,000073700
exec;insertion;rust;v2;100000;5;7,460000;NA;5,460000;1,350000;1,246329;NA;1,237000;0,008000;5,9856;0,000074600
exec;insertion;rust;v2;100000;6;7,450000;NA;5,460000;1,340000;1,243566;NA;1,230000;0,012000;5,9908;0,000074500
exec;insertion;rust;v2;100000;7;7,360000;NA;5,400000;1,330000;1,242916;NA;1,237000;0,004000;5,9216;0,000073600
exec;insertion;rust;v2;100000;8;7,450000;NA;5,440000;1,330000;1,239683;NA;1,230000;0,008000;6,0096;0,000074500
exec;insertion;rust;v2;100000;9;7,340000;NA;5,380000;1,330000;1,241965;NA;1,236000;0,004000;5,9100;0,000073400
exec;insertion;rust;v2;100000;10;7,480000;NA;5,510000;1,340000;1,248661;NA;1,247000;0,000000;5,9904;0,000074800
exec;selection;go;v1;10;1;0,020000;NA;0,010000;0,010000;0,002597;NA;0,000000;0,000000;7,7018;0,002000000
exec;selection;go;v1;10;2;0,020000;NA;0,010000;0,010000;0,003050;NA;0,000000;0,000000;6,5577;0,002000000
exec;selection;go;v1;10;3;0,020000;NA;0,010000;0,010000;0,003157;NA;0,000000;0,000000;6,3361;0,002000000
exec;selection;go;v1;10;4;0,020000;NA;0,010000;0,010000;0,003137;NA;0,000000;0,000000;6,3754;0,002000000
exec;selection;go;v1;10;5;0,020000;NA;0,010000;0,010000;0,003025;NA;0,000000;0,000000;6,6113;0,002000000
exec;selection;go;v1;10;6;0,020000;NA;0,010000;0,010000;0,002682;NA;0,000000;0,000000;7,4581;0,002000000
exec;selection;go;v1;10;7;0,020000;NA;0,020000;0,010000;0,003179;NA;0,000000;0,000000;6,2908;0,002000000
exec;selection;go;v1;10;8;0,020000;NA;0,010000;0,010000;0,003116;NA;0,000000;0,000000;6,4178;0,002000000
exec;selection;go;v1;10;9;0,030000;NA;0,020000;0,010000;0,003532;NA;0,000000;0,000000;8,4939;0,003000000
exec;selection;go;v1;10;10;0,020000;NA;0,010000;0,010000;0,003186;NA;0,000000;0,000000;6,2767;0,002000000
exec;selection;go;v1;100;1;0,020000;NA;0,010000;0,010000;0,002852;NA;0,000000;0,000000;7,0123;0,000200000
exec;selection;go;v1;100;2;0,020000;NA;0,010000;0,010000;0,003087;NA;0,000000;0,000000;6,4780;0,000200000
exec;selection;go;v1;100;3;0,020000;NA;0,010000;0,010000;0,003034;NA;0,000000;0,000000;6,5909;0,000200000
exec;selection;go;v1;100;4;0,020000;NA;0,010000;0,010000;0,002761;NA;0,000000;0,000000;7,2443;0,000200000
exec;selection;go;v1;100;5;0,020000;NA;0,010000;0,010000;0,002946;NA;0,000000;0,000000;6,7900;0,000200000
exec;selection;go;v1;100;6;0,020000;NA;0,010000;0,010000;0,002913;NA;0,000000;0,000000;6,8669;0,000200000
exec;selection;go;v1;100;7;0,020000;NA;0,010000;0,010000;0,002831;NA;0,000000;0,000000;7,0637;0,000200000
exec;selection;go;v1;100;8;0,020000;NA;0,010000;0,010000;0,002842;NA;0,000000;0,000000;7,0370;0,000200000
exec;selection;go;v1;100;9;0,020000;NA;0,010000;0,010000;0,002927;NA;0,000000;0,000000;6,8340;0,000200000
exec;selection;go;v1;100;10;0,020000;NA;0,010000;0,010000;0,002747;NA;0,000000;0,000000;7,2815;0,000200000
exec;selection;go;v1;1000;1;0,020000;NA;0,010000;0,010000;0,003056;NA;0,000000;0,000000;6,5444;0,000020000
exec;selection;go;v1;1000;2;0,020000;NA;0,010000;0,010000;0,003768;NA;0,000000;0,000000;5,3083;0,000020000
exec;selection;go;v1;1000;3;0,020000;NA;0,010000;0,010000;0,003185;NA;0,000000;0,000000;6,2786;0,000020000
exec;selection;go;v1;1000;4;0,020000;NA;0,010000;0,010000;0,002980;NA;0,000000;0,000000;6,7121;0,000020000
exec;selection;go;v1;1000;5;0,020000;NA;0,010000;0,010000;0,003858;NA;0,000000;0,000000;5,1839;0,000020000
exec;selection;go;v1;1000;6;0,020000;NA;0,010000;0,010000;0,003213;NA;0,000000;0,000000;6,2248;0,000020000
exec;selection;go;v1;1000;7;0,030000;NA;0,020000;0,010000;0,003199;NA;0,000000;0,000000;9,3773;0,000030000
exec;selection;go;v1;1000;8;0,020000;NA;0,010000;0,010000;0,003549;NA;0,000000;0,000000;5,6353;0,000020000
exec;selection;go;v1;1000;9;0,020000;NA;0,010000;0,010000;0,003506;NA;0,000000;0,000000;5,7044;0,000020000
exec;selection;go;v1;1000;10;0,020000;NA;0,010000;0,010000;0,003166;NA;0,000000;0,000000;6,3162;0,000020000
exec;selection;go;v1;10000;1;0,040000;NA;0,030000;0,010000;0,007192;NA;0,000000;0,000000;5,5615;0,000004000
exec;selection;go;v1;10000;2;0,040000;NA;0,030000;0,010000;0,006904;NA;0,000000;0,000000;5,7937;0,000004000
exec;selection;go;v1;10000;3;0,050000;NA;0,030000;0,010000;0,007242;NA;0,000000;0,000000;6,9039;0,000005000
exec;selection;go;v1;10000;4;0,040000;NA;0,030000;0,010000;0,007138;NA;0,000000;0,000000;5,6038;0,000004000
exec;selection;go;v1;10000;5;0,050000;NA;0,030000;0,010000;0,007010;NA;0,000000;0,000000;7,1327;0,000005000
exec;selection;go;v1;10000;6;0,040000;NA;0,030000;0,010000;0,006920;NA;0,000000;0,000000;5,7800;0,000004000
exec;selection;go;v1;10000;7;0,040000;NA;0,030000;0,010000;0,006977;NA;0,000000;0,000000;5,7329;0,000004000
exec;selection;go;v1;10000;8;0,040000;NA;0,030000;0,010000;0,006888;NA;0,000000;0,000000;5,8070;0,000004000
exec;selection;go;v1;10000;9;0,040000;NA;0,030000;0,010000;0,006917;NA;0,000000;0,000000;5,7830;0,000004000
exec;selection;go;v1;10000;10;0,050000;NA;0,030000;0,010000;0,007140;NA;0,000000;0,000000;7,0029;0,000005000
exec;selection;go;v1;50000;1;0,170000;NA;0,120000;0,030000;0,025329;NA;0,020000;0,000000;6,7117;0,000003400
exec;selection;go;v1;50000;2;0,160000;NA;0,120000;0,030000;0,025248;NA;0,020000;0,000000;6,3370;0,000003200
exec;selection;go;v1;50000;3;0,170000;NA;0,120000;0,030000;0,025564;NA;0,020000;0,000000;6,6501;0,000003400
exec;selection;go;v1;50000;4;0,170000;NA;0,120000;0,030000;0,025195;NA;0,020000;0,000000;6,7475;0,000003400
exec;selection;go;v1;50000;5;0,160000;NA;0,120000;0,030000;0,025085;NA;0,020000;0,000000;6,3784;0,000003200
exec;selection;go;v1;50000;6;0,160000;NA;0,120000;0,030000;0,025263;NA;0,020000;0,000000;6,3334;0,000003200
exec;selection;go;v1;50000;7;0,160000;NA;0,120000;0,030000;0,025163;NA;0,010000;0,000000;6,3585;0,000003200
exec;selection;go;v1;50000;8;0,160000;NA;0,120000;0,030000;0,025225;NA;0,020000;0,000000;6,3429;0,000003200
exec;selection;go;v1;50000;9;0,160000;NA;0,120000;0,030000;0,025467;NA;0,020000;0,000000;6,2826;0,000003200
exec;selection;go;v1;50000;10;0,170000;NA;0,120000;0,030000;0,024715;NA;0,020000;0,000000;6,8784;0,000003400
exec;selection;go;v1;100000;1;0,330000;NA;0,240000;0,060000;0,048695;NA;0,040000;0,000000;6,7768;0,000003300
exec;selection;go;v1;100000;2;0,320000;NA;0,240000;0,060000;0,048096;NA;0,040000;0,000000;6,6534;0,000003200
exec;selection;go;v1;100000;3;0,350000;NA;0,260000;0,070000;0,049683;NA;0,040000;0,000000;7,0447;0,000003500
exec;selection;go;v1;100000;4;0,330000;NA;0,240000;0,060000;0,048259;NA;0,040000;0,000000;6,8381;0,000003300
exec;selection;go;v1;100000;5;0,370000;NA;0,270000;0,080000;0,053901;NA;0,050000;0,000000;6,8644;0,000003700
exec;selection;go;v1;100000;6;0,320000;NA;0,240000;0,060000;0,047813;NA;0,040000;0,000000;6,6927;0,000003200
exec;selection;go;v1;100000;7;0,330000;NA;0,250000;0,060000;0,049721;NA;0,050000;0,000000;6,6370;0,000003300
exec;selection;go;v1;100000;8;0,320000;NA;0,240000;0,060000;0,048423;NA;0,040000;0,000000;6,6084;0,000003200
exec;selection;go;v1;100000;9;0,340000;NA;0,260000;0,070000;0,050286;NA;0,040000;0,010000;6,7613;0,000003400
exec;selection;go;v1;100000;10;0,370000;NA;0,280000;0,070000;0,050761;NA;0,050000;0,000000;7,2891;0,000003700
exec;selection;go;v2;10;1;0,020000;NA;0,010000;0,010000;0,002635;NA;0,000000;0,000000;7,5899;0,002000000
exec;selection;go;v2;10;2;0,020000;NA;0,010000;0,010000;0,003153;NA;0,000000;0,000000;6,3441;0,002000000
exec;selection;go;v2;10;3;0,020000;NA;0,010000;0,010000;0,002620;NA;0,000000;0,000000;7,6323;0,002000000
exec;selection;go;v2;10;4;0,020000;NA;0,010000;0,010000;0,002920;NA;0,000000;0,000000;6,8492;0,002000000
exec;selection;go;v2;10;5;0,020000;NA;0,010000;0,010000;0,002944;NA;0,000000;0,000000;6,7924;0,002000000
exec;selection;go;v2;10;6;0,020000;NA;0,010000;0,010000;0,002914;NA;0,000000;0,000000;6,8631;0,002000000
exec;selection;go;v2;10;7;0,020000;NA;0,010000;0,010000;0,002897;NA;0,000000;0,000000;6,9027;0,002000000
exec;selection;go;v2;10;8;0,020000;NA;0,010000;0,010000;0,002568;NA;0,000000;0,000000;7,7888;0,002000000
exec;selection;go;v2;10;9;0,020000;NA;0,010000;0,010000;0,003229;NA;0,000000;0,000000;6,1948;0,002000000
exec;selection;go;v2;10;10;0,020000;NA;0,010000;0,010000;0,002689;NA;0,000000;0,000000;7,4364;0,002000000
exec;selection;go;v2;100;1;0,020000;NA;0,010000;0,010000;0,002869;NA;0,000000;0,000000;6,9719;0,000200000
exec;selection;go;v2;100;2;0,010000;NA;0,010000;0,000000;0,002564;NA;0,000000;0,000000;3,9003;0,000100000
exec;selection;go;v2;100;3;0,020000;NA;0,010000;0,010000;0,002679;NA;0,000000;0,000000;7,4647;0,000200000
exec;selection;go;v2;100;4;0,020000;NA;0,010000;0,010000;0,002959;NA;0,000000;0,000000;6,7579;0,000200000
exec;selection;go;v2;100;5;0,020000;NA;0,010000;0,010000;0,002916;NA;0,000000;0,000000;6,8594;0,000200000
exec;selection;go;v2;100;6;0,020000;NA;0,010000;0,010000;0,003209;NA;0,000000;0,000000;6,2319;0,000200000
exec;selection;go;v2;100;7;0,020000;NA;0,010000;0,010000;0,002775;NA;0,000000;0,000000;7,2063;0,000200000
exec;selection;go;v2;100;8;0,020000;NA;0,020000;0,010000;0,002691;NA;0,000000;0,000000;7,4316;0,000200000
exec;selection;go;v2;100;9;0,010000;NA;0,010000;0,000000;0,002690;NA;0,000000;0,000000;3,7180;0,000100000
exec;selection;go;v2;100;10;0,020000;NA;0,010000;0,010000;0,002959;NA;0,000000;0,000000;6,7592;0,000200000
exec;selection;go;v2;1000;1;0,020000;NA;0,010000;0,010000;0,003813;NA;0,000000;0,000000;5,2457;0,000020000
exec;selection;go;v2;1000;2;0,020000;NA;0,020000;0,010000;0,003996;NA;0,000000;0,000000;5,0056;0,000020000
exec;selection;go;v2;1000;3;0,030000;NA;0,020000;0,010000;0,004073;NA;0,000000;0,000000;7,3658;0,000030000
exec;selection;go;v2;1000;4;0,020000;NA;0,020000;0,010000;0,003397;NA;0,000000;0,000000;5,8880;0,000020000
exec;selection;go;v2;1000;5;0,030000;NA;0,020000;0,010000;0,004261;NA;0,000000;0,000000;7,0413;0,000030000
exec;selection;go;v2;1000;6;0,020000;NA;0,010000;0,010000;0,003491;NA;0,000000;0,000000;5,7294;0,000020000
exec;selection;go;v2;1000;7;0,030000;NA;0,020000;0,010000;0,003995;NA;0,000000;0,000000;7,5094;0,000030000
exec;selection;go;v2;1000;8;0,020000;NA;0,020000;0,010000;0,004365;NA;0,000000;0,000000;4,5820;0,000020000
exec;selection;go;v2;1000;9;0,030000;NA;0,020000;0,010000;0,003484;NA;0,000000;0,000000;8,6106;0,000030000
exec;selection;go;v2;1000;10;0,020000;NA;0,010000;0,010000;0,003500;NA;0,000000;0,000000;5,7135;0,000020000
exec;selection;go;v2;10000;1;0,350000;NA;0,250000;0,070000;0,058712;NA;0,050000;0,000000;5,9613;0,000035000
exec;selection;go;v2;10000;2;0,350000;NA;0,250000;0,070000;0,058039;NA;0,050000;0,000000;6,0304;0,000035000
exec;selection;go;v2;10000;3;0,350000;NA;0,250000;0,070000;0,057857;NA;0,050000;0,000000;6,0494;0,000035000
exec;selection;go;v2;10000;4;0,350000;NA;0,240000;0,070000;0,058384;NA;0,050000;0,000000;5,9948;0,000035000
exec;selection;go;v2;10000;5;0,350000;NA;0,240000;0,070000;0,057869;NA;0,050000;0,000000;6,0481;0,000035000
exec;selection;go;v2;10000;6;0,350000;NA;0,240000;0,070000;0,059038;NA;0,050000;0,000000;5,9284;0,000035000
exec;selection;go;v2;10000;7;0,350000;NA;0,250000;0,070000;0,058558;NA;0,050000;0,000000;5,9769;0,000035000
exec;selection;go;v2;10000;8;0,350000;NA;0,250000;0,070000;0,058873;NA;0,050000;0,000000;5,9450;0,000035000
exec;selection;go;v2;10000;9;0,330000;NA;0,240000;0,070000;0,057792;NA;0,050000;0,000000;5,7101;0,000033000
exec;selection;go;v2;10000;10;0,340000;NA;0,240000;0,070000;0,057944;NA;0,050000;0,000000;5,8677;0,000034000
exec;selection;go;v2;50000;1;8,630000;NA;6,290000;1,540000;1,440153;NA;1,430000;0,010000;5,9924;0,000172600
exec;selection;go;v2;50000;2;8,630000;NA;6,290000;1,540000;1,434935;NA;1,450000;0,000000;6,0142;0,000172600
exec;selection;go;v2;50000;3;8,650000;NA;6,280000;1,540000;1,436823;NA;1,440000;0,000000;6,0202;0,000173000
exec;selection;go;v2;50000;4;8,680000;NA;6,310000;1,550000;1,438931;NA;1,440000;0,000000;6,0323;0,000173600
exec;selection;go;v2;50000;5;8,620000;NA;6,300000;1,540000;1,436541;NA;1,440000;0,000000;6,0005;0,000172400
exec;selection;go;v2;50000;6;8,640000;NA;6,280000;1,540000;1,435773;NA;1,440000;0,000000;6,0177;0,000172800
exec;selection;go;v2;50000;7;8,720000;NA;6,340000;1,530000;1,435472;NA;1,450000;0,000000;6,0747;0,000174400
exec;selection;go;v2;50000;8;8,700000;NA;6,330000;1,540000;1,437412;NA;1,440000;0,000000;6,0525;0,000174000
exec;selection;go;v2;50000;9;8,670000;NA;6,310000;1,550000;1,439564;NA;1,450000;0,000000;6,0227;0,000173400
exec;selection;go;v2;50000;10;8,700000;NA;6,330000;1,550000;1,437449;NA;1,450000;0,000000;6,0524;0,000174000
exec;selection;go;v2;100000;1;36,160000;NA;26,430000;6,310000;5,917489;NA;5,900000;0,030000;6,1107;0,000361600
exec;selection;go;v2;100000;2;36,400000;NA;26,650000;6,330000;5,918007;NA;5,930000;0,010000;6,1507;0,000364000
exec;selection;go;v2;100000;3;36,490000;NA;26,720000;6,320000;5,911652;NA;5,920000;0,000000;6,1726;0,000364900
exec;selection;go;v2;100000;4;36,200000;NA;26,470000;6,320000;5,917157;NA;5,930000;0,000000;6,1178;0,000362000
exec;selection;go;v2;100000;5;36,260000;NA;26,530000;6,330000;5,917289;NA;5,930000;0,000000;6,1278;0,000362600
exec;selection;go;v2;100000;6;36,530000;NA;26,720000;6,340000;5,930792;NA;5,940000;0,020000;6,1594;0,000365300
exec;selection;go;v2;100000;7;36,580000;NA;26,750000;6,330000;5,925688;NA;5,910000;0,040000;6,1731;0,000365800
exec;selection;go;v2;100000;8;36,400000;NA;26,630000;6,330000;5,926526;NA;5,940000;0,010000;6,1419;0,000364000
exec;selection;go;v2;100000;9;36,340000;NA;26,570000;6,320000;5,919827;NA;5,930000;0,000000;6,1387;0,000363400
exec;selection;go;v2;100000;10;36,380000;NA;26,620000;6,320000;5,921404;NA;5,920000;0,020000;6,1438;0,000363800
exec;selection;rust;v1;10;1;0,020000;NA;0,010000;0,010000;0,002633;NA;0,001000;0,000000;7,5973;0,002000000
exec;selection;rust;v1;10;2;0,020000;NA;0,010000;0,010000;0,002716;NA;0,001000;0,000000;7,3628;0,002000000
exec;selection;rust;v1;10;3;0,020000;NA;0,010000;0,000000;0,002736;NA;0,001000;0,000000;7,3108;0,002000000
exec;selection;rust;v1;10;4;0,020000;NA;0,010000;0,010000;0,002809;NA;0,001000;0,000000;7,1204;0,002000000
exec;selection;rust;v1;10;5;0,020000;NA;0,010000;0,010000;0,002833;NA;0,001000;0,000000;7,0603;0,002000000
exec;selection;rust;v1;10;6;0,020000;NA;0,010000;0,010000;0,002915;NA;0,001000;0,000000;6,8619;0,002000000
exec;selection;rust;v1;10;7;0,010000;NA;0,010000;0,000000;0,002903;NA;0,001000;0,000000;3,4452;0,001000000
exec;selection;rust;v1;10;8;0,010000;NA;0,010000;0,000000;0,002801;NA;0,001000;0,000000;3,5700;0,001000000
exec;selection;rust;v1;10;9;0,020000;NA;0,010000;0,010000;0,002924;NA;0,000000;0,001000;6,8389;0,002000000
exec;selection;rust;v1;10;10;0,020000;NA;0,010000;0,010000;0,002882;NA;0,001000;0,000000;6,9401;0,002000000
exec;selection;rust;v1;100;1;0,010000;NA;0,010000;0,000000;0,002751;NA;0,001000;0,000000;3,6355;0,000100000
exec;selection;rust;v1;100;2;0,020000;NA;0,010000;0,000000;0,002697;NA;0,001000;0,000000;7,4147;0,000200000
exec;selection;rust;v1;100;3;0,020000;NA;0,010000;0,000000;0,002757;NA;0,001000;0,000000;7,2539;0,000200000
exec;selection;rust;v1;100;4;0,020000;NA;0,010000;0,010000;0,002883;NA;0,000000;0,001000;6,9382;0,000200000
exec;selection;rust;v1;100;5;0,020000;NA;0,010000;0,010000;0,002782;NA;0,001000;0,000000;7,1878;0,000200000
exec;selection;rust;v1;100;6;0,010000;NA;0,010000;0,000000;0,002731;NA;0,001000;0,000000;3,6615;0,000100000
exec;selection;rust;v1;100;7;0,010000;NA;0,010000;0,000000;0,002855;NA;0,001000;0,000000;3,5022;0,000100000
exec;selection;rust;v1;100;8;0,010000;NA;0,010000;0,000000;0,002736;NA;0,000000;0,001000;3,6546;0,000100000
exec;selection;rust;v1;100;9;0,020000;NA;0,010000;0,010000;0,002823;NA;0,001000;0,000000;7,0851;0,000200000
exec;selection;rust;v1;100;10;0,020000;NA;0,010000;0,010000;0,002845;NA;0,001000;0,000000;7,0308;0,000200000
exec;selection;rust;v1;1000;1;0,020000;NA;0,010000;0,010000;0,003653;NA;0,002000;0,000000;5,4744;0,000020000
exec;selection;rust;v1;1000;2;0,020000;NA;0,010000;0,000000;0,003137;NA;0,000000;0,002000;6,3759;0,000020000
exec;selection;rust;v1;1000;3;0,020000;NA;0,010000;0,000000;0,003302;NA;0,002000;0,000000;6,0563;0,000020000
exec;selection;rust;v1;1000;4;0,020000;NA;0,020000;0,010000;0,003897;NA;0,002000;0,000000;5,1317;0,000020000
exec;selection;rust;v1;1000;5;0,020000;NA;0,010000;0,010000;0,003925;NA;0,002000;0,000000;5,0960;0,000020000
exec;selection;rust;v1;1000;6;0,020000;NA;0,010000;0,000000;0,003515;NA;0,002000;0,000000;5,6903;0,000020000
exec;selection;rust;v1;1000;7;0,020000;NA;0,020000;0,010000;0,003460;NA;0,000000;0,002000;5,7802;0,000020000
exec;selection;rust;v1;1000;8;0,020000;NA;0,010000;0,010000;0,003487;NA;0,002000;0,000000;5,7358;0,000020000
exec;selection;rust;v1;1000;9;0,020000;NA;0,010000;0,000000;0,003702;NA;0,002000;0,000000;5,4021;0,000020000
exec;selection;rust;v1;1000;10;0,020000;NA;0,020000;0,010000;0,003649;NA;0,000000;0,002000;5,4810;0,000020000
exec;selection;rust;v1;10000;1;0,300000;NA;0,210000;0,060000;0,054588;NA;0,053000;0,000000;5,4957;0,000030000
exec;selection;rust;v1;10000;2;0,310000;NA;0,220000;0,060000;0,054994;NA;0,053000;0,000000;5,6370;0,000031000
exec;selection;rust;v1;10000;3;0,300000;NA;0,210000;0,060000;0,054373;NA;0,053000;0,000000;5,5175;0,000030000
exec;selection;rust;v1;10000;4;0,320000;NA;0,230000;0,060000;0,055318;NA;0,053000;0,000000;5,7848;0,000032000
exec;selection;rust;v1;10000;5;0,310000;NA;0,220000;0,060000;0,054236;NA;0,053000;0,000000;5,7157;0,000031000
exec;selection;rust;v1;10000;6;0,320000;NA;0,220000;0,060000;0,054656;NA;0,049000;0,004000;5,8548;0,000032000
exec;selection;rust;v1;10000;7;0,310000;NA;0,220000;0,060000;0,054370;NA;0,052000;0,000000;5,7016;0,000031000
exec;selection;rust;v1;10000;8;0,310000;NA;0,220000;0,060000;0,054645;NA;0,053000;0,000000;5,6729;0,000031000
exec;selection;rust;v1;10000;9;0,310000;NA;0,220000;0,060000;0,054745;NA;0,053000;0,000000;5,6626;0,000031000
exec;selection;rust;v1;10000;10;0,320000;NA;0,220000;0,060000;0,054507;NA;0,053000;0,000000;5,8708;0,000032000
exec;selection;rust;v1;50000;1;7,110000;NA;5,040000;1,340000;1,255686;NA;1,254000;0,000000;5,6622;0,000142200
exec;selection;rust;v1;50000;2;7,060000;NA;5,030000;1,340000;1,255108;NA;1,253000;0,000000;5,6250;0,000141200
exec;selection;rust;v1;50000;3;7,100000;NA;5,030000;1,340000;1,254896;NA;1,245000;0,008000;5,6578;0,000142000
exec;selection;rust;v1;50000;4;7,110000;NA;5,060000;1,340000;1,254733;NA;1,252000;0,000000;5,6665;0,000142200
exec;selection;rust;v1;50000;5;7,260000;NA;5,160000;1,340000;1,255486;NA;1,254000;0,000000;5,7826;0,000145200
exec;selection;rust;v1;50000;6;7,150000;NA;5,070000;1,340000;1,255345;NA;1,245000;0,008000;5,6956;0,000143000
exec;selection;rust;v1;50000;7;7,120000;NA;5,090000;1,340000;1,255529;NA;1,246000;0,008000;5,6709;0,000142400
exec;selection;rust;v1;50000;8;7,270000;NA;5,150000;1,350000;1,257634;NA;1,244000;0,012000;5,7807;0,000145400
exec;selection;rust;v1;50000;9;7,200000;NA;5,100000;1,350000;1,258298;NA;1,256000;0,000000;5,7220;0,000144000
exec;selection;rust;v1;50000;10;7,160000;NA;5,120000;1,340000;1,255100;NA;1,249000;0,004000;5,7047;0,000143200
exec;selection;rust;v1;100000;1;28,600000;NA;20,350000;5,350000;5,018323;NA;5,000000;0,016000;5,6991;0,000286000
exec;selection;rust;v1;100000;2;29,240000;NA;20,920000;5,410000;5,027492;NA;5,021000;0,004000;5,8160;0,000292400
exec;selection;rust;v1;100000;3;28,890000;NA;20,560000;5,330000;4,995278;NA;4,989000;0,004000;5,7835;0,000288900
exec;selection;rust;v1;100000;4;28,800000;NA;20,480000;5,350000;5,001646;NA;4,991000;0,008000;5,7581;0,000288000
exec;selection;rust;v1;100000;5;28,590000;NA;20,370000;5,330000;4,997650;NA;4,991000;0,004000;5,7207;0,000285900
exec;selection;rust;v1;100000;6;28,900000;NA;20,570000;5,340000;4,995697;NA;4,982000;0,012000;5,7850;0,000289000
exec;selection;rust;v1;100000;7;28,420000;NA;20,200000;5,350000;4,997904;NA;4,996000;0,000000;5,6864;0,000284200
exec;selection;rust;v1;100000;8;28,800000;NA;20,490000;5,330000;4,994287;NA;4,989000;0,000000;5,7666;0,000288000
exec;selection;rust;v1;100000;9;28,840000;NA;20,550000;5,330000;4,991764;NA;4,989000;0,000000;5,7775;0,000288400
exec;selection;rust;v1;100000;10;28,510000;NA;20,250000;5,340000;5,003917;NA;4,998000;0,004000;5,6975;0,000285100
exec;selection;rust;v2;10;1;0,020000;NA;0,010000;0,000000;0,002715;NA;0,001000;0,000000;7,3652;0,002000000
exec;selection;rust;v2;10;2;0,010000;NA;0,010000;0,000000;0,002695;NA;0,001000;0,000000;3,7112;0,001000000
exec;selection;rust;v2;10;3;0,010000;NA;0,010000;0,000000;0,002752;NA;0,001000;0,000000;3,6336;0,001000000
exec;selection;rust;v2;10;4;0,020000;NA;0,010000;0,010000;0,002761;NA;0,001000;0,000000;7,2435;0,002000000
exec;selection;rust;v2;10;5;0,020000;NA;0,010000;0,010000;0,002584;NA;0,001000;0,000000;7,7402;0,002000000
exec;selection;rust;v2;10;6;0,020000;NA;0,010000;0,010000;0,002791;NA;0,001000;0,000000;7,1670;0,002000000
exec;selection;rust;v2;10;7;0,020000;NA;0,010000;0,000000;0,002912;NA;0,000000;0,001000;6,8681;0,002000000
exec;selection;rust;v2;10;8;0,020000;NA;0,010000;0,010000;0,002819;NA;0,000000;0,001000;7,0936;0,002000000
exec;selection;rust;v2;10;9;0,020000;NA;0,010000;0,010000;0,002798;NA;0,001000;0,000000;7,1490;0,002000000
